"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"18.12.2017","1.345,60","1.345,60","1.345,60","1.345,60","0,05K","0,61%"
"15.12.2017","1.337,40","1.337,40","1.337,40","1.337,40","0,58K","0,01%"
"14.12.2017","1.337,20","1.342,00","1.342,00","1.334,00","0,00K","0,64%"
"13.12.2017","1.328,70","1.328,70","1.328,70","1.328,70","0,35K","0,51%"
"12.12.2017","1.321,90","1.321,90","1.321,90","1.321,90","0,06K","-0,37%"
"11.12.2017","1.326,80","1.326,80","1.326,80","1.326,80","0,15K","-0,10%"
"08.12.2017","1.328,10","1.330,50","1.330,50","1.330,50","0,00K","-0,37%"
"07.12.2017","1.333,00","1.327,60","1.327,60","1.327,60","0,01K","-0,98%"
"06.12.2017","1.346,20","1.346,20","1.346,20","1.346,20","0,37K","0,08%"
"05.12.2017","1.345,10","1.345,10","1.345,10","1.345,10","1,50K","-0,95%"
"04.12.2017","1.358,00","1.358,00","1.358,00","1.358,00","0,85K","-0,35%"
"01.12.2017","1.362,80","1.362,80","1.362,80","1.362,80","0,82K","0,41%"
"30.11.2017","1.357,30","1.357,30","1.357,30","1.357,30","3,05K","-0,67%"
"29.11.2017","1.366,40","1.382,00","1.382,00","1.382,00","0,01K","-0,91%"
"28.11.2017","1.379,00","1.379,00","1.379,00","1.379,00","4,06K","0,02%"
"27.11.2017","1.378,70","1.378,70","1.378,70","1.378,70","0,00K","0,52%"
"24.11.2017","1.371,60","1.371,60","1.371,60","1.371,60","0,01K","6,19%"
"23.11.2017","1.291,66","1.291,19","1.293,87","1.287,65","-","-6,16%"
"22.11.2017","1.376,40","1.376,40","1.376,40","1.376,40","0,03K","0,85%"
"21.11.2017","1.364,80","1.364,80","1.364,80","1.364,80","0,02K","0,53%"
"20.11.2017","1.357,60","1.357,60","1.357,60","1.357,60","0,00K","-1,48%"
"17.11.2017","1.378,00","1.378,00","1.378,00","1.378,00","0,00K","1,37%"
"16.11.2017","1.359,40","1.359,40","1.359,40","1.359,40","0,04K","0,05%"
"15.11.2017","1.358,70","1.358,70","1.358,70","1.358,70","0,01K","-0,40%"
"14.11.2017","1.364,20","1.364,20","1.364,20","1.364,20","0,00K","0,28%"
"13.11.2017","1.360,40","1.360,40","1.360,40","1.360,40","0,02K","0,44%"
"10.11.2017","1.354,50","1.354,50","1.354,50","1.354,50","0,10K","-0,90%"
"09.11.2017","1.366,80","1.366,80","1.366,80","1.366,80","0,02K","0,33%"
"08.11.2017","1.362,30","1.362,30","1.362,30","1.362,30","0,02K","0,62%"
"07.11.2017","1.353,90","1.353,90","1.353,90","1.353,90","0,01K","-0,43%"
"06.11.2017","1.359,70","1.359,70","1.359,70","1.359,70","0,13K","0,95%"
"03.11.2017","1.346,90","1.346,90","1.346,90","1.346,90","0,08K","-0,63%"
"02.11.2017","1.355,40","1.355,40","1.355,40","1.355,40","0,07K","0,06%"
"01.11.2017","1.354,60","1.354,60","1.354,60","1.354,60","0,08K","0,51%"
"31.10.2017","1.347,70","1.347,70","1.347,70","1.347,70","0,24K","-0,53%"
"30.10.2017","1.354,90","1.354,90","1.354,90","1.354,90","0,22K","0,43%"
"27.10.2017","1.349,10","1.351,70","1.351,70","1.351,70","0,00K","0,19%"
"26.10.2017","1.346,50","1.346,50","1.346,50","1.346,50","0,04K","-0,66%"
"25.10.2017","1.355,50","1.355,50","1.355,50","1.355,50","0,11K","0,10%"
"24.10.2017","1.354,20","1.354,20","1.354,20","1.354,20","0,11K","-0,20%"
"23.10.2017","1.356,90","1.356,90","1.356,90","1.356,90","0,12K","0,05%"
"20.10.2017","1.356,20","1.356,20","1.356,20","1.356,20","0,30K","-0,71%"
"19.10.2017","1.365,90","1.365,90","1.365,90","1.365,90","0,13K","0,49%"
"18.10.2017","1.359,30","1.359,30","1.359,30","1.359,30","0,16K","-0,23%"
"17.10.2017","1.362,50","1.362,50","1.362,50","1.362,50","0,57K","-1,25%"
"16.10.2017","1.379,70","1.382,00","1.382,00","1.382,00","0,01K","-0,05%"
"13.10.2017","1.380,40","1.372,00","1.372,00","1.372,00","0,00K","0,59%"
"12.10.2017","1.372,30","1.372,30","1.372,30","1.372,30","0,01K","0,57%"
"11.10.2017","1.364,50","1.364,50","1.364,50","1.364,50","0,02K","-0,36%"
"10.10.2017","1.369,40","1.374,70","1.374,70","1.374,70","0,00K","0,66%"
"09.10.2017","1.360,40","1.362,00","1.362,00","1.362,00","0,00K","0,77%"
"06.10.2017","1.350,00","1.350,00","1.350,00","1.350,00","0,05K","0,13%"
"05.10.2017","1.348,30","1.348,30","1.348,30","1.348,30","0,04K","-0,20%"
"04.10.2017","1.351,00","1.351,00","1.351,00","1.351,00","0,22K","0,16%"
"03.10.2017","1.348,80","1.353,30","1.353,30","1.353,30","0,00K","-0,10%"
"02.10.2017","1.350,10","1.350,10","1.350,10","1.350,10","0,14K","-0,55%"
"29.09.2017","1.357,60","1.357,60","1.357,60","1.357,60","0,49K","-0,27%"
"28.09.2017","1.361,30","1.361,30","1.361,30","1.361,30","0,05K","0,04%"
"27.09.2017","1.360,70","1.360,70","1.360,70","1.360,70","0,02K","-0,98%"
"26.09.2017","1.374,10","1.374,10","1.374,10","1.374,10","0,04K","-0,68%"
"25.09.2017","1.383,50","1.382,00","1.382,00","1.382,00","0,00K","1,03%"
"22.09.2017","1.369,40","1.369,40","1.369,40","1.369,40","0,21K","0,20%"
"21.09.2017","1.366,70","1.367,30","1.367,30","1.367,30","0,00K","-1,56%"
"20.09.2017","1.388,30","1.388,30","1.388,30","1.388,30","0,01K","0,41%"
"19.09.2017","1.382,60","1.382,60","1.382,60","1.382,60","0,05K","0,17%"
"18.09.2017","1.380,30","1.380,30","1.380,30","1.380,30","0,00K","-1,06%"
"15.09.2017","1.395,10","1.395,10","1.395,10","1.395,10","0,02K","-0,29%"
"14.09.2017","1.399,20","1.399,20","1.399,20","1.399,20","0,32K","0,18%"
"13.09.2017","1.396,70","1.396,70","1.396,70","1.396,70","0,08K","-0,36%"
"12.09.2017","1.401,80","1.406,60","1.406,60","1.406,60","0,03K","-0,16%"
"11.09.2017","1.404,10","1.404,10","1.404,10","1.404,10","0,00K","-1,07%"
"08.09.2017","1.419,30","1.419,30","1.419,30","1.419,30","0,04K","0,09%"
"07.09.2017","1.418,00","1.418,00","1.418,00","1.418,00","0,03K","0,86%"
"06.09.2017","1.405,90","1.405,90","1.405,90","1.405,90","0,08K","-0,38%"
"05.09.2017","1.411,20","1.411,20","1.411,20","1.411,20","0,01K","5,46%"
"04.09.2017","1.338,08","1.341,21","1.344,59","1.337,01","-","-0,23%"
"03.09.2017","1.341,22","1.340,54","1.342,07","1.338,96","-","-4,00%"
"01.09.2017","1.397,10","1.397,10","1.397,10","1.397,10","0,04K","0,62%"
"31.08.2017","1.388,50","1.389,50","1.393,70","1.389,50","0,00K","0,55%"
"30.08.2017","1.380,90","1.380,90","1.380,90","1.380,90","0,37K","-0,35%"
"29.08.2017","1.385,70","1.385,70","1.385,70","1.385,70","0,30K","0,22%"
"28.08.2017","1.382,60","1.381,90","1.381,90","1.381,90","0,00K","1,30%"
"25.08.2017","1.364,80","1.364,80","1.364,80","1.364,80","0,28K","0,43%"
"24.08.2017","1.358,90","1.358,90","1.358,90","1.358,90","0,55K","-0,21%"
"23.08.2017","1.361,70","1.361,70","1.361,70","1.361,70","0,25K","0,23%"
"22.08.2017","1.358,60","1.358,60","1.358,60","1.358,60","0,10K","-0,40%"
"21.08.2017","1.364,10","1.364,10","1.364,10","1.364,10","0,02K","0,39%"
"18.08.2017","1.358,80","1.362,70","1.372,50","1.362,70","0,00K","-0,08%"
"17.08.2017","1.359,90","1.359,90","1.359,90","1.359,90","0,04K","0,67%"
"16.08.2017","1.350,80","1.350,80","1.350,80","1.350,80","0,11K","0,24%"
"15.08.2017","1.347,50","1.347,50","1.347,50","1.347,50","0,19K","-0,78%"
"14.08.2017","1.358,10","1.358,10","1.358,10","1.358,10","0,34K","-0,24%"
"11.08.2017","1.361,40","1.361,40","1.361,40","1.361,40","0,14K","0,27%"
"10.08.2017","1.357,80","1.357,80","1.357,80","1.357,80","0,61K","0,80%"
"09.08.2017","1.347,00","1.347,00","1.347,00","1.347,00","0,57K","1,25%"
"08.08.2017","1.330,40","1.330,40","1.330,40","1.330,40","0,56K","-0,12%"
"07.08.2017","1.332,00","1.326,40","1.326,40","1.326,40","0,00K","0,02%"
"04.08.2017","1.331,70","1.331,70","1.331,70","1.331,70","0,52K","-0,74%"
"03.08.2017","1.341,60","1.341,60","1.341,60","1.341,60","0,00K","-0,29%"
"02.08.2017","1.345,50","1.345,50","1.345,50","1.345,50","0,39K","-0,06%"
"01.08.2017","1.346,30","1.346,30","1.346,30","1.346,30","1,06K","0,42%"
"31.07.2017","1.340,70","1.340,70","1.340,70","1.340,70","7,78K","-0,14%"
"28.07.2017","1.342,60","1.342,60","1.342,60","1.342,60","64,18K","0,67%"
"27.07.2017","1.333,70","1.333,70","1.333,70","1.333,70","0,05K","0,85%"
"26.07.2017","1.322,40","1.322,40","1.322,40","1.322,40","0,00K","-0,06%"
"25.07.2017","1.323,20","1.323,20","1.323,20","1.323,20","0,02K","-0,17%"
"24.07.2017","1.325,40","1.323,60","1.323,60","1.323,60","0,00K","-0,04%"
"21.07.2017","1.325,90","1.325,90","1.325,90","1.325,90","0,02K","0,67%"
"20.07.2017","1.317,10","1.317,10","1.317,10","1.317,10","0,01K","0,26%"
"19.07.2017","1.313,70","1.313,70","1.313,70","1.313,70","0,00K","0,02%"
"18.07.2017","1.313,50","1.313,50","1.313,50","1.313,50","0,03K","0,62%"
"17.07.2017","1.305,40","1.305,40","1.305,40","1.305,40","0,01K","0,51%"
"14.07.2017","1.298,80","1.289,00","1.289,00","1.289,00","0,00K","0,80%"
"13.07.2017","1.288,50","1.288,50","1.288,50","1.288,50","0,01K","-0,21%"
"12.07.2017","1.291,20","1.291,20","1.291,20","1.291,20","0,01K","0,27%"
"11.07.2017","1.287,70","1.287,70","1.287,70","1.287,70","0,01K","0,13%"
"10.07.2017","1.286,00","1.286,00","1.286,00","1.286,00","0,03K","0,28%"
"07.07.2017","1.282,40","1.282,30","1.282,30","1.282,30","0,00K","-1,10%"
"06.07.2017","1.296,70","1.296,70","1.296,70","1.296,70","0,00K","0,22%"
"05.07.2017","1.293,90","1.293,90","1.293,90","1.293,90","0,00K","5,41%"
"04.07.2017","1.227,55","1.224,30","1.228,03","1.221,49","-","-4,91%"
"03.07.2017","1.290,90","1.289,90","1.289,90","1.289,00","0,02K","-1,76%"
"30.06.2017","1.314,00","1.314,00","1.314,00","1.314,00","0,04K","-0,28%"
"29.06.2017","1.317,70","1.322,80","1.322,80","1.313,70","0,00K","-0,23%"
"28.06.2017","1.320,80","1.320,80","1.320,80","1.320,80","0,01K","0,18%"
"27.06.2017","1.318,40","1.318,40","1.318,40","1.318,40","0,11K","0,05%"
"26.06.2017","1.317,70","1.317,70","1.317,70","1.317,70","0,19K","-0,75%"
"23.06.2017","1.327,70","1.327,70","1.327,70","1.327,70","0,00K","0,55%"
"22.06.2017","1.320,40","1.320,40","1.320,40","1.320,40","0,16K","0,25%"
"21.06.2017","1.317,10","1.317,10","1.317,10","1.317,10","0,01K","0,14%"
"20.06.2017","1.315,20","1.315,20","1.315,20","1.315,20","0,08K","-0,27%"
"19.06.2017","1.318,80","1.318,80","1.318,80","1.318,80","0,11K","-0,73%"
"16.06.2017","1.328,50","1.328,50","1.328,50","1.328,50","0,03K","0,13%"
"15.06.2017","1.326,80","1.326,80","1.326,80","1.326,80","0,74K","-1,59%"
"14.06.2017","1.348,20","1.348,20","1.348,20","1.348,20","0,34K","0,52%"
"13.06.2017","1.341,20","1.342,80","1.342,80","1.342,80","0,00K","-0,02%"
"12.06.2017","1.341,50","1.341,50","1.341,50","1.341,50","0,26K","-0,18%"
"09.06.2017","1.343,90","1.343,90","1.343,90","1.343,90","0,00K","-0,59%"
"08.06.2017","1.351,90","1.351,90","1.351,90","1.351,90","0,32K","-1,00%"
"07.06.2017","1.365,60","1.365,60","1.365,60","1.365,60","0,64K","-0,32%"
"06.06.2017","1.370,00","1.370,00","1.370,00","1.370,00","0,94K","1,06%"
"05.06.2017","1.355,60","1.355,60","1.355,60","1.355,60","0,43K","0,18%"
"02.06.2017","1.353,10","1.353,10","1.353,10","1.353,10","1,73K","0,74%"
"01.06.2017","1.343,20","1.343,20","1.343,20","1.343,20","0,83K","-0,39%"
"31.05.2017","1.348,50","1.348,50","1.348,50","1.348,50","2,71K","0,70%"
"30.05.2017","1.339,10","1.339,10","1.339,10","1.339,10","129,82K","5,72%"
"29.05.2017","1.266,69","1.268,02","1.268,60","1.264,96","-","-0,12%"
"28.05.2017","1.268,22","1.266,31","1.269,02","1.266,31","-","-5,69%"
"26.05.2017","1.344,80","1.344,80","1.344,80","1.344,80","0,00K","0,86%"
"25.05.2017","1.333,30","1.333,30","1.333,30","1.333,30","0,01K","0,27%"
"24.05.2017","1.329,70","1.329,70","1.329,70","1.329,70","0,01K","-0,18%"
"23.05.2017","1.332,10","1.332,10","1.332,10","1.332,10","0,02K","-0,44%"
"22.05.2017","1.338,00","1.338,00","1.338,00","1.338,00","0,01K","0,61%"
"19.05.2017","1.329,90","1.329,90","1.329,90","1.329,90","0,01K","0,05%"
"18.05.2017","1.329,20","1.339,80","1.340,00","1.339,80","0,04K","-0,52%"
"17.05.2017","1.336,20","1.336,20","1.336,20","1.336,20","0,03K","1,66%"
"16.05.2017","1.314,40","1.312,70","1.312,70","1.312,70","0,00K","0,49%"
"15.05.2017","1.308,00","1.307,50","1.308,00","1.307,50","0,00K","0,18%"
"12.05.2017","1.305,70","1.305,70","1.305,70","1.305,70","0,03K","0,21%"
"11.05.2017","1.302,90","1.302,90","1.302,90","1.302,90","0,01K","0,41%"
"10.05.2017","1.297,60","1.305,00","1.305,20","1.305,00","0,01K","0,19%"
"09.05.2017","1.295,10","1.306,10","1.306,10","1.303,20","0,01K","-0,84%"
"08.05.2017","1.306,10","1.306,10","1.306,10","1.306,10","0,04K","0,02%"
"05.05.2017","1.305,80","1.305,80","1.305,80","1.305,80","0,02K","-0,12%"
"04.05.2017","1.307,40","1.312,10","1.312,10","1.312,10","0,00K","-1,52%"
"03.05.2017","1.327,60","1.326,90","1.326,90","1.326,90","0,00K","-0,64%"
"02.05.2017","1.336,10","1.336,10","1.336,10","1.336,10","0,09K","0,11%"
"01.05.2017","1.334,60","1.334,60","1.334,60","1.334,60","0,03K","-0,93%"
"28.04.2017","1.347,10","1.347,10","1.347,10","1.347,10","0,09K","0,18%"
"27.04.2017","1.344,70","1.344,70","1.344,70","1.344,70","0,21K","0,13%"
"26.04.2017","1.343,00","1.343,00","1.343,00","1.343,00","0,10K","-0,22%"
"25.04.2017","1.346,00","1.346,00","1.346,00","1.346,00","0,36K","-0,72%"
"24.04.2017","1.355,80","1.355,80","1.355,80","1.355,80","0,61K","-0,82%"
"21.04.2017","1.367,00","1.359,80","1.378,00","1.359,80","0,00K","0,39%"
"20.04.2017","1.361,70","1.361,70","1.361,70","1.361,70","0,13K","0,09%"
"19.04.2017","1.360,50","1.360,50","1.360,50","1.360,50","0,19K","-0,76%"
"18.04.2017","1.370,90","1.370,90","1.370,90","1.370,90","0,00K","0,08%"
"17.04.2017","1.369,80","1.369,80","1.369,80","1.369,80","0,07K","6,21%"
"14.04.2017","1.289,65","1.289,65","1.289,65","1.289,65","-","-5,64%"
"13.04.2017","1.366,70","1.366,70","1.366,70","1.366,70","0,92K","0,69%"
"12.04.2017","1.357,30","1.357,30","1.357,30","1.357,30","0,00K","0,29%"
"11.04.2017","1.353,40","1.353,40","1.353,40","1.353,40","0,40K","1,51%"
"10.04.2017","1.333,30","1.333,30","1.333,30","1.333,30","0,18K","-0,26%"
"07.04.2017","1.336,80","1.336,80","1.336,80","1.336,80","0,00K","0,33%"
"06.04.2017","1.332,40","1.332,40","1.332,40","1.332,40","0,00K","0,37%"
"05.04.2017","1.327,50","1.327,50","1.327,50","1.327,50","0,91K","-0,70%"
"04.04.2017","1.336,80","1.333,10","1.333,10","1.333,10","0,00K","0,31%"
"03.04.2017","1.332,70","1.332,70","1.332,70","1.332,70","1,16K","0,22%"
"31.03.2017","1.329,80","1.339,00","1.339,00","1.339,00","0,00K","0,23%"
"30.03.2017","1.326,70","1.344,00","1.344,00","1.341,30","0,00K","-0,66%"
"29.03.2017","1.335,50","1.335,50","1.335,50","1.335,50","0,04K","-0,15%"
"28.03.2017","1.337,50","1.338,70","1.338,70","1.338,70","0,00K","0,01%"
"27.03.2017","1.337,40","1.337,40","1.337,40","1.337,40","0,07K","0,53%"
"24.03.2017","1.330,40","1.330,40","1.330,40","1.330,40","0,00K","0,14%"
"23.03.2017","1.328,50","1.328,50","1.328,50","1.328,50","0,02K","-0,23%"
"22.03.2017","1.331,50","1.331,50","1.331,50","1.331,50","0,00K","0,19%"
"21.03.2017","1.329,00","1.316,50","1.316,50","1.316,50","0,00K","0,90%"
"20.03.2017","1.317,20","1.317,20","1.317,20","1.317,20","0,02K","0,27%"
"17.03.2017","1.313,60","1.313,60","1.313,60","1.313,60","0,03K","0,22%"
"16.03.2017","1.310,70","1.310,70","1.310,70","1.310,70","0,05K","2,06%"
"15.03.2017","1.284,30","1.284,30","1.284,30","1.284,30","0,04K","-0,16%"
"14.03.2017","1.286,30","1.286,30","1.286,30","1.286,30","0,02K","-0,02%"
"13.03.2017","1.286,60","1.294,00","1.294,00","1.294,00","0,02K","0,20%"
"10.03.2017","1.284,00","1.284,00","1.284,00","1.284,00","0,00K","-0,13%"
"09.03.2017","1.285,70","1.285,70","1.285,70","1.285,70","0,04K","-0,48%"
"08.03.2017","1.291,90","1.291,90","1.291,90","1.291,90","0,02K","-0,45%"
"07.03.2017","1.297,70","1.307,60","1.307,60","1.307,50","0,03K","-0,73%"
"06.03.2017","1.307,30","1.307,30","1.307,30","1.307,30","0,03K","-0,11%"
"03.03.2017","1.308,80","1.308,80","1.308,80","1.308,80","0,12K","-0,39%"
"02.03.2017","1.313,90","1.313,90","1.313,90","1.313,90","0,08K","-1,29%"
"01.03.2017","1.331,10","1.331,10","1.331,10","1.331,10","0,14K","-0,24%"
"28.02.2017","1.334,30","1.334,30","1.334,30","1.334,30","0,72K","-0,36%"
"27.02.2017","1.339,10","1.339,10","1.339,10","1.339,10","0,54K","0,05%"
"24.02.2017","1.338,40","1.338,40","1.338,40","1.338,40","0,09K","0,50%"
"23.02.2017","1.331,70","1.331,70","1.331,70","1.331,70","0,03K","1,40%"
"22.02.2017","1.313,30","1.313,30","1.313,30","1.313,30","0,00K","-0,45%"
"21.02.2017","1.319,20","1.319,20","1.319,20","1.319,20","0,00K","6,54%"
"20.02.2017","1.238,20","1.237,25","1.240,15","1.233,50","-","0,07%"
"19.02.2017","1.237,30","1.236,00","1.239,25","1.236,00","-","-6,22%"
"17.02.2017","1.319,40","1.319,40","1.319,40","1.319,40","0,30K","-0,25%"
"16.02.2017","1.322,70","1.322,70","1.322,70","1.322,70","0,00K","0,65%"
"15.02.2017","1.314,20","1.314,20","1.314,20","1.314,20","0,18K","0,71%"
"14.02.2017","1.304,90","1.304,90","1.304,90","1.304,90","0,16K","0,00%"
"13.02.2017","1.304,90","1.304,90","1.304,90","1.304,90","0,40K","-0,73%"
"10.02.2017","1.314,50","1.319,00","1.319,00","1.319,00","0,00K","-0,07%"
"09.02.2017","1.315,40","1.315,40","1.315,40","1.315,40","0,89K","-0,22%"
"08.02.2017","1.318,30","1.323,90","1.323,90","1.323,90","0,00K","0,14%"
"07.02.2017","1.316,40","1.314,10","1.314,10","1.314,10","0,00K","0,24%"
"06.02.2017","1.313,30","1.313,30","1.313,30","1.313,30","0,91K","0,85%"
"03.02.2017","1.302,20","1.302,20","1.302,20","1.302,20","0,87K","0,12%"
"02.02.2017","1.300,60","1.300,60","1.300,60","1.300,60","1,51K","0,86%"
"01.02.2017","1.289,50","1.289,00","1.291,00","1.289,00","0,00K","-0,18%"
"31.01.2017","1.291,80","1.291,80","1.291,80","1.291,80","3,21K","1,21%"
"30.01.2017","1.276,40","1.276,40","1.276,40","1.276,40","50,50K","0,37%"
"27.01.2017","1.271,70","1.271,70","1.271,70","1.271,70","0,02K","-0,09%"
"26.01.2017","1.272,90","1.275,10","1.275,10","1.275,10","0,01K","-0,64%"
"25.01.2017","1.281,10","1.281,10","1.281,10","1.281,10","0,40K","-1,00%"
"24.01.2017","1.294,10","1.299,60","1.299,60","1.295,40","0,01K","-0,37%"
"23.01.2017","1.298,90","1.298,90","1.298,90","1.298,90","0,02K","0,75%"
"20.01.2017","1.289,20","1.289,20","1.289,20","1.289,20","0,04K","0,29%"
"19.01.2017","1.285,50","1.284,00","1.284,00","1.284,00","0,00K","-0,79%"
"18.01.2017","1.295,70","1.295,70","1.295,70","1.295,70","0,11K","-0,13%"
"17.01.2017","1.297,40","1.297,40","1.297,40","1.297,40","0,08K","7,86%"
"16.01.2017","1.202,85","1.203,25","1.208,45","1.200,00","-","-0,04%"
"15.01.2017","1.203,35","1.197,30","1.205,05","1.197,30","-","-6,08%"
"13.01.2017","1.281,30","1.281,30","1.281,30","1.281,30","0,02K","-0,16%"
"12.01.2017","1.283,30","1.283,30","1.283,30","1.283,30","0,11K","0,26%"
"11.01.2017","1.280,00","1.280,00","1.280,00","1.280,00","0,02K","0,91%"
"10.01.2017","1.268,50","1.268,50","1.268,50","1.268,50","0,00K","0,07%"
"09.01.2017","1.267,60","1.262,80","1.262,80","1.262,80","0,00K","0,95%"
"06.01.2017","1.255,70","1.256,00","1.256,00","1.256,00","0,01K","-0,51%"
"05.01.2017","1.262,10","1.262,10","1.262,10","1.262,10","0,01K","1,20%"
"04.01.2017","1.247,10","1.247,10","1.247,10","1.247,10","0,04K","0,19%"
"03.01.2017","1.244,70","1.232,40","1.234,00","1.232,40","0,00K","8,14%"
"02.01.2017","1.151,05","1.151,00","1.153,25","1.150,00","-","-6,76%"